,name,gcn_name,time,trigger_met,ra,dec,lii,bii,error_radius,redshift,luminosity_distance,theta,zenith,arr_flag,distance_to_closest,irfs,lle_bbbd_sig,lle_bbbd_sig_detected,lle_t05,lle_t90,lle_t95,tl0,tl100,tl100_error,tl1,tl0_lower,tl1_upper,like_best_t0,like_best_t1,like_best_ts,like_best_flux,like_best_flux_error,like_best_flux_ene,like_best_flux_ene_error,like_best_fluence,like_best_fluence_error,like_best_grbindex,like_best_grbindex_error,like_best_eiso_rf,like_best_eiso_rf_error,like_lat_t0,like_lat_t1,like_lat_ts,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_lat_fluence,like_lat_fluence_error,like_lat_grbindex,like_lat_grbindex_error,like_lat_eiso_rf,like_lat_eiso_rf_error,like_gbm_t0,like_gbm_t1,like_gbm_ts,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,like_gbm_fluence,like_gbm_fluence_error,like_gbm_grbindex,like_gbm_grbindex_error,like_gbm_eiso_rf,like_gbm_eiso_rf_error,like_ext_t0,like_ext_t1,like_ext_ts,like_ext_flux,like_ext_flux_error,like_ext_flux_ene,like_ext_flux_ene_error,like_ext_fluence,like_ext_fluence_error,like_ext_grbindex,like_ext_grbindex_error,like_ext_eiso_rf,like_ext_eiso_rf_error,ext_emission_max_ene,ext_emission_max_ene_p,ext_emission_max_ene_t,ext_emission_n,lat_bpl_chi2,lat_bpl_f0,lat_bpl_f0_error,lat_bpl_index1,lat_bpl_index1_error,lat_bpl_index2,lat_bpl_index2_error,lat_bpl_timebreak,lat_bpl_timebreak_error,lat_spl_chi2,lat_spl_index1,lat_spl_index1_error,lat_f0,lat_f0_error,late_index,late_index_error,su_tsinput,gbm_cat_name,gbm_cat_t05,gbm_cat_t90,gbm_cat_t90_error,gbm_cat_t95,gbm_cat_fluence,gbm_cat_fluence_error,flux_ratio,flux_ene_ratio,fluence_ratio,hardness,flux_ratio_error,flux_ene_ratio_error,fluence_ratio_error,hardness_error,like_gbm-lat_time_difference,gbm-lle_time_difference
98,GRB190606080,b'GRB190606A      ',58640.0799421,581478912.78,76.54,-0.68,200.8654,-23.5771,0.47,0.0,0.0,72.4808,32.0924,0,1.74,b'P8_TRANSIENT010E              ',7.2,1,0.021,0.101,0.122,31.6,122.74,61.37,154.34,29.52,275.0,0.0,226.99001,39.0621,5.40533e-05,2.5668e-05,2.33087e-08,1.21278e-08,5.29085e-06,2.75289e-06,-2.57263,0.538939,0.0,0.0,31.6,154.34,9.4052,8.67269e-05,0.0,9.60803e-08,0.0,1.17929e-05,0.0,-2.60497,0.923977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,154.34,17.2647,8.36728e-05,0.0,9.26969e-08,0.0,1.42861e-05,0.0,-3.10208,0.904834,0.0,0.0,1600.0,1.0,154.34,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB190606080',0.0,0.224,0.036,0.224,4.0181e-06,1.34e-08,0.0,0.0,0.0,inf,,,,,-31.6,-0.101
99,GRB181231144,b'GRB181231A      ',58483.1442477,567919668.745,254.59,0.61,19.7372,25.2359,0.167,0.0,0.0,51.399,47.1126,0,-1.0,b'P8_SOURCE                     ',0.0,0,0.0,0.0,0.0,315.28,187.7,53.68,502.98001,286.48999,581.54999,0.0,1000.0,29.935,2.66225e-06,1.31799e-06,2.88443e-09,2.44241e-09,2.88443e-06,2.44242e-06,-2.00893,0.379722,0.0,0.0,315.28,502.98001,5.11359,1.05976e-05,0.0,1.17406e-08,0.0,2.20371e-06,0.0,-2.29607,0.942569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.953,502.98001,15.5446,7.59778e-06,0.0,8.41719e-09,0.0,3.98156e-06,0.0,-2.11393,0.474293,0.0,0.0,2400.0,1.0,502.98001,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,b'GRB181231144',-6.912,36.865,3.665,29.953,4.0873e-06,4.1942e-08,0.0,0.0,0.0,inf,,,,,-315.28,-6.912
103,GRB180526461,b'GRB180526A      ',58264.4612153,549025454.0,108.48,3.64,212.2435,6.6577,0.27,0.0,0.0,82.182,109.6541,0,1.94,b'P8_TRANSIENT010E              ',0.0,-1,0.0,0.0,0.0,808.88,1139.68994,45.13,1948.56995,794.78998,2024.73999,87.0,1948.56995,51.4177,3.68122e-06,1.3563e-06,6.47489e-09,4.38343e-09,1.20535e-05,8.16006e-06,-1.8291,0.257623,0.0,0.0,808.88,1948.56995,48.3835,3.40368e-06,1.33016e-06,5.6761e-09,4.0393e-09,6.46899e-06,4.60355e-06,-1.84739,0.278134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1948.56995,51.4177,3.68122e-06,1.3563e-06,6.47489e-09,4.38343e-09,1.20535e-05,8.16006e-06,-1.8291,0.257623,0.0,0.0,2200.0,1.0,1308.08997,8.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00835718,1.33444,0.704101,-0.967397,2.30855,1.33444,0.704101,46.0,b'0           ',0.0,87.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,inf,,,,,-808.88,0.0
105,GRB181120265,b'GRB181120A      ',58442.2648032,564387684.084,20.742,3.806,137.9583,-58.1429,0.711,0.0,0.0,71.5091,82.8728,0,-1.0,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,4994.52002,245.0,72.795,5239.52002,4893.0,5283.58984,17.377,5239.52002,28.5728,2.35208e-06,6.98065e-07,4.95113e-10,1.54475e-10,2.58555e-06,8.06688e-07,-5.1476,1.18389,0.0,0.0,4994.52002,5239.52002,6.97915,9.13531e-06,0.0,1.01205e-08,0.0,2.47953e-06,0.0,-4.26069,1.47835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.377,5239.52002,28.5728,2.35208e-06,6.98065e-07,4.95113e-10,1.54475e-10,2.58555e-06,8.06688e-07,-5.1476,1.18389,0.0,0.0,220.0,0.9,5239.52002,5.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,b'GRB181120265',0.003,17.374,0.799,17.377,3.5477e-06,1.656e-08,0.0,0.0,0.0,inf,,,,,-4994.52002,0.003
107,GRB110728056,b'GRB110728A      ',55770.0558102,333508824.81,173.57,4.34,260.6164,60.7063,0.62,0.0,0.0,41.6803,16.811,0,3.69,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,0.36,2.62,0.935,2.98,0.36,4.85,0.0,10.0,72.6365,0.000136158,5.05e-05,2.45096e-07,2.27553e-07,2.45096e-06,2.27553e-06,-1.82124,0.305847,0.0,0.0,0.36,2.98,57.1236,0.000400825,0.000168102,6.14229e-07,6.48318e-07,1.60928e-06,1.69859e-06,-1.87703,0.364367,0.0,0.0,-0.128,0.576,15.9361,0.00122741,0.0,1.35978e-06,0.0,9.57288e-07,0.0,-1.64858,0.719542,0.0,0.0,0.576,2.98,39.3767,0.000366515,0.000169212,4.73075e-07,5.45547e-07,1.13727e-06,1.31149e-06,-1.93995,0.423881,0.0,0.0,1400.0,1.0,2.98,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,b'GRB110728056',-0.128,0.704,0.231,0.576,3.2668e-07,6.2992e-08,3.0622091935383273,2.213799739185222,0.5948548419168821,1.6810823910881574,1.9830967174068832,2.2744019190708555,0.6111382629558572,1.7743771989202832,-0.488,-0.128
108,GRB210822388,b'GRB210822A      ',59448.3877083,651316703.16,304.66,4.89,47.7416,-16.8848,0.54,0.0,0.0,84.2818,116.496,0,1.21,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,630.97998,1776.01001,623.35999,2406.98999,464.16,3486.88989,0.0,3881.53003,28.0493,1.75268e-06,5.89228e-07,1.00728e-09,4.80845e-10,3.90978e-06,1.86641e-06,-2.33538,0.33143,0.0,0.0,630.97998,2406.98999,18.6483,2.41391e-06,0.0,2.67425e-09,0.0,4.74949e-06,0.0,-2.10737,0.359557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2406.98999,22.7876,1.49886e-06,5.96565e-07,1.31942e-09,9.10003e-10,3.09666e-06,2.13577e-06,-2.09939,0.335422,0.0,0.0,1000.0,0.99,855.71997,5.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000557441,0.570842,0.176236,-3.82232,0.617549,0.570842,0.176236,29.0,b'0           ',0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,inf,,,,,-630.97998,0.0
110,GRB140402007,b'GRB140402A      ',56749.0070139,418090209.99,207.66,5.97,339.2299,64.5844,0.16,0.0,0.0,13.6688,45.9661,0,1.62,b'P8_TRANSIENT020E              ',8.4,1,-0.306,1.546,1.24,0.05,71.6,5.325,71.65,0.05,82.3,0.0,100.0,92.3306,2.01166e-05,6.14522e-06,4.12054e-08,2.82482e-08,4.12054e-06,2.82482e-06,-1.77822,0.228437,0.0,0.0,0.11,71.65,75.7564,2.04019e-05,7.55193e-06,4.46496e-08,3.57545e-08,3.19424e-06,2.55788e-06,-1.75669,0.267163,0.0,0.0,-0.128,0.192,61.1612,0.00184099,0.000928928,1.03235e-06,1.03565e-06,3.3035e-07,3.31407e-07,-2.35224,0.642326,0.0,0.0,0.192,71.65,62.4114,1.822e-05,7.22156e-06,4.62599e-08,3.87085e-08,3.30564e-06,2.76603e-06,-1.70938,0.273472,0.0,0.0,3700.0,1.0,8.73,16.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000632687,0.869832,0.056398,-3.67074,0.0773662,0.869832,0.056398,93.0,b'GRB140402007',-0.128,0.32,0.63,0.192,2.8428e-07,2.9008e-08,90.23620349085135,23.12114778183903,0.10342053195752354,9.669259875889209,71.32427537165404,31.082109476308418,0.13902998759538576,12.399469519747429,-0.238,-1.674
111,GRB110625881,b'GRB110625A      ',55737.8807639,330728900.23,286.38,6.4,40.2301,-0.1995,0.13,0.0,0.0,87.9482,51.4461,1,0.71,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,205.86,371.38,106.345,577.23999,166.55,750.62,0.0,4000.0,88.1201,2.41187e-05,6.2082e-05,9.68607e-09,2.08574e-09,3.87443e-05,8.34295e-06,-2.65051,2.85859,0.0,0.0,205.86,577.23999,67.2889,3.13847e-05,6.42577e-06,1.17506e-08,3.09951e-09,4.36396e-06,1.1511e-06,-2.73883,0.28957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.72,577.23999,73.152,3.13584e-05,6.11754e-06,1.24117e-08,3.2196e-09,6.78324e-06,1.75958e-06,-2.66778,0.262874,0.0,0.0,1700.0,0.95,577.23999,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027045,0.574106,0.263649,-2.82996,0.795435,0.574106,0.263649,55.0,b'GRB110625881',3.84,26.88,0.572,30.72,6.5479e-05,1.0112e-07,0.0,0.0,0.0,inf,,,,,-205.86,3.84
112,GRB140219824,b'GRB140219A      ',56707.8239815,414531995.24,158.2,7.26,237.6417,51.6109,0.85,0.0,0.0,96.2478,113.4333,0,2.22,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,959.84003,842.15997,46.3,1802.0,867.23999,1802.0,0.0,4000.0,31.426,1.94731e-06,7.48689e-07,1.53244e-09,9.8198e-10,6.12976e-06,3.92792e-06,-2.15344,0.339007,0.0,0.0,959.84003,1356.56006,9.85748,6.80884e-06,0.0,7.54317e-09,0.0,2.99253e-06,0.0,-2.21327,0.601869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.496,1356.56006,9.02137,6.27266e-06,0.0,6.94917e-09,0.0,8.90928e-06,0.0,-2.20513,0.523394,0.0,0.0,1700.0,1.0,1356.56006,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB140219824',-2.56,77.056,2.996,74.496,2.8449e-06,4.254e-08,0.0,0.0,0.0,inf,,,,,-959.84003,-2.56
113,GRB160702516,b'GRB160702A      ',57571.5155556,489154948.0,231.09,9.07,13.6812,49.663,0.21,0.0,0.0,71.976,59.1714,0,4.47,b'P8_TRANSIENT010E              ',0.0,-1,0.0,0.0,0.0,1941.52002,274.06,137.03,2215.58008,1895.14001,2443.26001,0.2,2215.58008,33.0942,1.04792e-06,6.68164e-07,8.01268e-09,8.41996e-09,1.77511e-05,1.86534e-05,-1.37673,0.35563,0.0,0.0,1941.52002,2215.58008,19.258,1.03957e-05,0.0,1.15169e-08,0.0,3.15632e-06,0.0,-1.56537,0.454014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2215.58008,33.0942,1.04792e-06,6.68164e-07,8.01268e-09,8.41996e-09,1.77511e-05,1.86534e-05,-1.37673,0.35563,0.0,0.0,4800.0,1.0,1941.52002,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,b'0           ',0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,inf,,,,,-1941.52002,0.0
114,GRB170329387,b'GRB170329A      ',57841.386875,512471831.94,356.68,9.77,97.6952,-49.9039,0.6,0.0,0.0,46.2101,11.9686,0,3.76,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,3.93,48.47,6.945,52.4,3.75,66.11,0.256,33.792,91.2126,6.38639e-05,2.12363e-05,5.12454e-08,3.83273e-08,1.71856e-06,1.28534e-06,-2.14374,0.350417,0.0,0.0,3.93,52.4,68.771,5.06888e-05,1.66302e-05,3.91594e-08,2.71511e-08,1.89805e-06,1.31601e-06,-2.16278,0.337263,0.0,0.0,0.256,33.792,91.2126,6.38639e-05,2.12363e-05,5.12454e-08,3.83273e-08,1.71856e-06,1.28534e-06,-2.14374,0.350417,0.0,0.0,33.792,52.4,8.90481,8.63077e-05,0.0,9.56159e-08,0.0,1.77922e-06,0.0,-2.55515,0.90973,0.0,0.0,780.0,1.0,4.11,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,b'GRB170329387',0.256,33.536,6.149,33.792,1.1071e-05,3.8445e-08,1.2599213238427425,1.3086359852296001,0.9054345249071415,1.1044420910529746,0.8344605832640537,1.4646951050911108,1.0134106274237185,1.2242126146869048,-3.6740000000000004,0.256
115,GRB171011810,b'GRB171011C      ',58037.8100347,529442792.95,168.48,10.03,244.9302,61.3609,0.82,0.0,0.0,43.2113,52.7372,0,3.28,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,0.05,42.67,21.335,42.72,0.05,85.39,-0.448,0.032,51.7847,0.00120273,0.000699856,8.44278e-07,1.06719e-06,4.05253e-07,5.12253e-07,-2.21355,0.663138,0.0,0.0,0.05094,148.49683,12.4721,8.76463e-06,0.0,9.70989e-09,0.0,1.44139e-06,0.0,-5.03647,2.11379,0.0,0.0,-0.448,0.032,51.7847,0.00120273,0.000699856,8.44278e-07,1.06719e-06,4.05253e-07,5.12253e-07,-2.21355,0.663138,0.0,0.0,0.032,148.49683,12.4722,8.76363e-06,0.0,9.70878e-09,0.0,1.44141e-06,0.0,-5.03757,2.11517,0.0,0.0,160.0,0.99,42.72,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,b'GRB171011810',-0.448,0.48,0.935,0.032,1.0383e-07,1.4495e-08,137.22541624689234,86.95031560604703,0.28115430244416845,3.556765773479777,79.85003360096205,109.90752727373842,0.35538820166644697,3.998843448498992,-0.49894,-0.448
116,GRB200219998,b'GRB200219C      ',58898.9980324,603849435.33,262.67,10.45,33.3455,22.6294,0.24,0.0,0.0,44.2997,35.4554,0,1.97,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,80.33,301.78,57.155,382.10999,3.51,419.60001,22.656,382.10999,57.7106,4.49265e-06,1.64025e-06,7.33598e-09,5.98572e-09,2.63695e-06,2.15159e-06,-1.8547,0.291816,0.0,0.0,80.33,382.10999,52.1383,4.20724e-06,1.67081e-06,6.45668e-09,5.84583e-09,1.9485e-06,1.76416e-06,-1.87651,0.32732,0.0,0.0,1.024,22.656,5.16216,6.23023e-05,0.0,6.90216e-08,0.0,1.49307e-06,0.0,-6.0,0.00412777,0.0,0.0,22.656,382.10999,57.7106,4.49265e-06,1.64025e-06,7.33598e-09,5.98572e-09,2.63695e-06,2.15159e-06,-1.8547,0.291816,0.0,0.0,1200.0,1.0,344.62,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75681e-05,0.604874,0.0553487,-4.00138,0.143984,0.604874,0.0553487,51.0,b'GRB200219998',1.024,21.632,0.73,22.656,1.7464e-05,7.9931e-08,14.808354170430018,10.68995211161154,0.7662663587374904,1.305029235066005,9.331934511450905,10.171715840075755,0.729119208106614,1.1815654992733093,-79.306,1.024
117,GRB100423244,b'GRB100423B      ',55309.2440394,293694687.75,120.18,13.36,208.4032,21.2942,0.19,0.0,0.0,47.8749,32.8447,0,2.6,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,166.69,13.89,6.945,180.58,157.31,185.09,0.0,500.0,31.1528,3.96074e-06,1.81542e-06,4.43343e-09,3.53492e-09,2.21672e-06,1.76746e-06,-1.99565,0.35366,0.0,0.0,166.69,180.58,22.627,3.07365e-05,2.21997e-05,5.92253e-08,1.01155e-07,8.22639e-07,1.40504e-06,-1.7984,0.563997,0.0,0.0,1.6,18.112,2.15278,7.70949e-05,0.0,8.54095e-08,0.0,1.41028e-06,0.0,-2.00977,1.00404,0.0,0.0,18.112,180.58,28.2976,8.30935e-06,5.13054e-06,1.13372e-08,1.17554e-08,1.84193e-06,1.90988e-06,-1.91916,0.467448,0.0,0.0,3900.0,1.0,166.69,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000278894,0.198696,0.108606,-5.20954,0.248998,0.198696,0.108606,31.0,b'GRB100423244',1.6,16.512,2.226,18.112,7.918e-06,1.2117e-07,2.508252403494217,1.4421117326547945,1.7143364221730308,0.5833160790764954,2.131658271329789,1.8846857753916548,2.240452541218977,0.9962844257877868,-165.09,1.6
120,GRB080818945,b'GRB080818B      ',54696.9450116,240792050.08,109.46,15.0,202.3234,12.523,0.47,0.0,0.0,56.4285,75.0427,0,1.89,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,9018.86035,463.92001,201.94501,9482.78027,8617.2002,9485.00977,0.0,10000.0,23.2328,8.45712e-07,4.69154e-07,1.69879e-09,1.88383e-09,1.69879e-05,1.88383e-05,-1.78464,0.400445,0.0,0.0,9018.86035,9482.78027,15.3575,6.06133e-06,0.0,6.71504e-09,0.0,3.11524e-06,0.0,-1.86008,0.536118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.864,9482.78027,13.0439,3.24465e-06,0.0,3.59458e-09,0.0,3.40404e-05,0.0,-1.86073,0.596567,0.0,0.0,1700.0,1.0,9018.86035,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB080818945',-0.512,13.376,0.41,12.864,1.7392e-06,2.4448e-08,0.0,0.0,0.0,inf,,,,,-9018.86035,-0.512
121,GRB100213531,b'GRB100213C      ',55240.5310301,287757883.0,282.45,15.15,46.304,7.1986,0.06,0.0,0.0,146.4429,147.2134,0,5.08,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,2707.17993,681.84998,254.045,3389.03003,2199.09009,3389.03003,0.0,4000.0,42.4741,1.638e-06,8.0458e-07,4.54024e-09,3.50115e-09,1.8161e-05,1.40046e-05,-1.68199,0.283825,0.0,0.0,2707.17993,3215.27002,20.6261,3.35049e-06,2.09898e-06,5.17419e-09,5.23437e-09,2.62896e-06,2.65953e-06,-1.87429,0.434652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3215.27002,21.9575,3.05781e-06,1.519e-06,3.02835e-09,2.50278e-09,9.55525e-06,7.89696e-06,-2.04673,0.385036,0.0,0.0,34000.0,1.0,3389.03003,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,b'0           ',0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,inf,,,,,-2707.17993,0.0
122,GRB120420858,b'GRB120420B      ',56037.8577894,356646915.07,108.77,15.17,201.8763,11.9921,0.29,0.0,0.0,109.7107,76.765,0,2.58,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,3501.66992,406.34,13.955,3908.01001,3473.76001,3908.01001,0.0,4000.0,31.8215,3.30289e-06,1.2503e-06,2.5954e-09,1.66496e-09,1.03816e-05,6.65985e-06,-2.15418,0.334625,0.0,0.0,3501.66992,3908.01001,28.3742,4.64067e-06,1.98055e-06,4.39277e-09,3.4655e-09,1.78496e-06,1.40817e-06,-2.06649,0.359959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.916,3908.01001,26.9632,3.1083e-06,1.34283e-06,2.66037e-09,1.92382e-09,9.71857e-06,7.0279e-06,-2.11254,0.358671,0.0,0.0,1900.0,1.0,3800.54004,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,b'GRB120420858',0.003,254.913,4.222,254.916,4.3252e-05,2.1421e-07,0.0,0.0,0.0,inf,,,,,-3501.66992,0.003
123,GRB140729026,b'GRB140729A      ',56867.0256134,428287016.71,193.9,15.42,307.8641,78.2519,0.26,0.0,0.0,26.4644,40.8605,0,4.78,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,4.83,68.57,0.35,73.4,4.13,73.4,0.0,100.0,68.341,1.73863e-05,5.4757e-06,3.38858e-08,2.55176e-08,3.38858e-06,2.55176e-06,-1.79461,0.24501,0.0,0.0,4.83,58.93,56.8724,2.31555e-05,8.28739e-06,4.03976e-08,3.6045e-08,2.18551e-06,1.95003e-06,-1.83188,0.296405,0.0,0.0,0.512,56.065,64.1417,2.54455e-05,8.51286e-06,3.90837e-08,3.28762e-08,2.17122e-06,1.82637e-06,-1.87621,0.289521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1.0,73.4,11.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,b'GRB140729026',0.512,55.553,4.382,56.065,8.0522e-06,7.2776e-08,1.0988965904428754,0.9674757906410282,0.9934614803867291,1.0065815532281388,0.7532269373103856,1.2237058198784654,1.256571586368168,1.2879876355968904,-4.318,0.512
124,GRB191202867,b'GRB191202A      ',58819.8672569,597012536.23,249.47,17.49,34.9555,37.1701,0.25,0.0,0.0,11.565,40.3696,0,5.84,b'P8_TRANSIENT010E              ',7.7,1,8.113,1.985,10.098,96.84,369.95001,64.935,466.79001,10.97,510.79001,0.0,3881.53003,60.4701,2.82057e-06,9.48597e-07,9.62588e-09,6.9569e-09,3.73631e-05,2.70034e-05,-1.61829,0.223472,0.0,0.0,96.84,466.79001,27.1084,2.3211e-06,1.10849e-06,7.90026e-09,8.11484e-09,2.9227e-06,3.00209e-06,-1.6191,0.312386,0.0,0.0,1.024,31.745,3.46715,2.38716e-05,0.0,2.64462e-08,0.0,8.12453e-07,0.0,-6.0,0.00441209,0.0,0.0,31.745,466.79001,39.8653,2.29741e-06,1.01774e-06,1.0041e-08,9.07188e-09,4.36827e-06,3.94668e-06,-1.54402,0.272588,0.0,0.0,1800.0,1.0,392.35999,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,b'GRB191202867',1.024,30.721,0.81,31.745,1.9505e-05,3.4499e-08,10.284606436603335,3.3475100819466705,0.2779802921955726,3.5973773252114274,7.1073326264622185,3.392666591353215,0.28173041904744656,3.695093746961363,-95.816,-0.9610000000000001
125,GRB180210517,b'GRB180210A      ',58159.5171065,539958283.55,1.83,18.49,108.5329,-43.1449,0.12,0.0,0.0,34.1544,19.9519,1,1.67,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,23.06,1598.06006,243.895,1621.12,21.05,2106.8999,0.0,4000.0,184.099,3.99237e-06,7.56241e-07,7.2608e-09,2.87872e-09,2.90432e-05,1.15149e-05,-1.81777,0.139257,0.0,0.0,23.06,1621.12,175.881,3.62271e-06,7.24665e-07,8.0316e-09,3.36836e-09,1.2835e-05,5.38284e-06,-1.75251,0.13903,0.0,0.0,4.096,43.009,15.4598,3.71383e-05,0.0,4.11436e-08,0.0,1.60102e-06,0.0,-2.83647,0.967029,0.0,0.0,43.009,1621.12,168.075,3.45531e-06,7.10127e-07,8.05747e-09,3.46094e-09,1.27156e-05,5.46175e-06,-1.73631,0.140876,0.0,0.0,7400.0,1.0,1621.12,32.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185017,1.03374,0.186451,-2.60362,0.515521,1.03374,0.186451,160.0,b'GRB180210517',4.096,38.913,0.724,43.009,4.4195e-05,4.8289e-08,10.251524411283267,5.122715274665072,0.1247386053759252,8.016764312750622,4.585010222986443,3.317480915787005,0.08078089920420993,3.3621316410788125,-18.964,4.096
